Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
220,D'Moi Hodge,SG,25,LAL,7,0,41,5,15,0.333,3,12,0.25,2,3,0.667,0.433,1,2,0.5,0,0,0,5,1,1,1,4,14,hodgedm01
221,Aaron Holiday,PG,27,HOU,78,1,1269,186,417,0.446,84,217,0.387,102,200,0.51,0.547,58,63,0.921,23,100,123,140,42,6,53,125,514,holidaa01
222,Jrue Holiday,PG,33,BOS,69,69,2263,331,689,0.48,138,322,0.429,193,367,0.526,0.581,60,72,0.833,84,289,373,333,61,53,124,108,860,holidjr01
223,Justin Holiday,SG,34,DEN,58,9,862,88,194,0.454,55,136,0.404,33,58,0.569,0.595,3,4,0.75,9,62,71,67,36,9,14,69,234,holidju01
224,Richaun Holmes,C-PF,30,TOT,40,10,555,82,147,0.558,1,3,0.333,81,144,0.563,0.561,34,47,0.723,71,111,182,25,11,19,24,74,199,holmeri01
224,Richaun Holmes,C,30,DAL,23,2,237,33,59,0.559,0,0,,33,59,0.559,0.559,12,21,0.571,33,45,78,15,3,9,12,33,78,holmeri01
224,Richaun Holmes,PF,30,WAS,17,8,318,49,88,0.557,1,3,0.333,48,85,0.565,0.563,22,26,0.846,38,66,104,10,8,10,12,41,121,holmeri01
225,Chet Holmgren,C,21,OKC,82,82,2413,505,953,0.53,129,349,0.37,376,604,0.623,0.598,218,275,0.793,129,519,648,200,53,190,131,197,1357,holmgch01
226,Jalen Hood-Schifino,SG,20,LAL,21,0,109,10,45,0.222,2,15,0.133,8,30,0.267,0.244,12,20,0.6,2,11,13,8,3,2,9,13,34,hoodsja01
227,Al Horford,C,37,BOS,65,33,1740,214,419,0.511,108,258,0.419,106,161,0.658,0.64,26,30,0.867,82,331,413,168,38,62,48,93,562,horfoal01
228,Talen Horton-Tucker,PG,23,UTA,51,11,1009,184,465,0.396,60,182,0.33,124,283,0.438,0.46,88,109,0.807,21,100,121,177,45,19,65,94,516,hortota01
229,Danuel House Jr.,SF,30,PHI,34,4,509,47,105,0.448,15,50,0.3,32,55,0.582,0.519,35,46,0.761,16,42,58,28,15,5,19,45,144,houseda01
230,Caleb Houstan,SF,21,ORL,59,13,815,80,206,0.388,72,193,0.373,8,13,0.615,0.563,21,26,0.808,28,56,84,29,15,4,16,61,253,houstca01
231,Jett Howard,SF,20,ORL,18,0,67,10,30,0.333,7,25,0.28,3,5,0.6,0.45,2,4,0.5,1,6,7,6,2,2,3,4,29,howarje01
232,Kevin Huerter,SG,25,SAC,64,59,1562,248,560,0.443,123,341,0.361,125,219,0.571,0.553,36,47,0.766,38,186,224,166,45,23,53,135,655,huertke01
233,Jay Huff,C,25,DEN,20,0,49,9,15,0.6,3,9,0.333,6,6,1,0.7,2,2,1,2,9,11,2,2,3,1,9,23,huffja01
234,De'Andre Hunter,SF,26,ATL,57,37,1681,304,663,0.459,117,304,0.385,187,359,0.521,0.547,166,196,0.847,31,191,222,87,40,16,83,146,891,huntede01
235,Matthew Hurt,PF,23,MEM,8,0,113,12,34,0.353,5,20,0.25,7,14,0.5,0.426,3,3,1,9,7,16,4,3,3,2,8,32,hurtma01
236,Bones Hyland,PG,23,LAC,37,5,540,97,251,0.386,44,135,0.326,53,116,0.457,0.474,18,23,0.783,5,50,55,93,26,4,44,51,256,hylanbo01
237,Joe Ingles,SF,36,ORL,68,0,1169,99,227,0.436,70,161,0.435,29,66,0.439,0.59,28,34,0.824,18,124,142,203,43,5,67,88,296,inglejo01
238,Brandon Ingram,SF,26,NOP,64,64,2103,500,1017,0.492,86,242,0.355,414,775,0.534,0.534,246,307,0.801,43,281,324,363,50,40,163,145,1332,ingrabr01
239,Kyrie Irving,SG,31,DAL,58,58,2030,562,1131,0.497,173,421,0.411,389,710,0.548,0.573,190,210,0.905,44,246,290,299,74,28,106,112,1487,irvinky01
240,Jonathan Isaac,PF,26,ORL,58,2,914,146,286,0.51,42,112,0.375,104,174,0.598,0.584,59,82,0.72,73,187,260,30,43,70,27,64,393,isaacjo01
241,Jaden Ivey,SG,21,DET,77,61,2217,417,973,0.429,124,369,0.336,293,604,0.485,0.492,227,303,0.749,86,178,264,296,57,41,190,204,1185,iveyja01
242,Andre Jackson Jr.,SG,22,MIL,57,8,572,50,100,0.5,17,46,0.37,33,54,0.611,0.585,8,11,0.727,43,70,113,50,16,6,28,92,125,jacksan01
243,GG Jackson II,PF,19,MEM,48,18,1233,241,563,0.428,102,286,0.357,139,277,0.502,0.519,115,153,0.752,53,143,196,59,28,24,65,64,699,jacksgg01
244,Isaiah Jackson,C,22,IND,59,3,771,155,233,0.665,0,4,0,155,229,0.677,0.665,73,102,0.716,94,144,238,50,34,61,39,137,383,jacksis01
245,Jaren Jackson Jr.,C,24,MEM,66,66,2124,516,1162,0.444,117,366,0.32,399,796,0.501,0.494,337,417,0.808,85,280,365,154,80,106,160,235,1486,jacksja02
246,Justin Jackson,SF,28,MIN,2,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,jacksju01
247,Quenton Jackson,PG,25,IND,3,0,11,0,1,0,0,0,,0,1,0,0,2,2,1,0,4,4,2,1,0,0,1,2,jacksqu01
248,Reggie Jackson,PG,33,DEN,82,23,1817,326,756,0.431,102,284,0.359,224,472,0.475,0.499,79,98,0.806,33,122,155,308,44,13,106,149,833,jacksre01
249,Trayce Jackson-Davis,PF,23,GSW,68,16,1130,233,332,0.702,0,1,0,233,331,0.704,0.702,74,132,0.561,135,206,341,82,29,76,49,108,540,jackstr02
250,LeBron James,PF,39,LAL,71,71,2504,685,1269,0.54,149,363,0.41,536,906,0.592,0.599,303,404,0.75,61,457,518,589,89,38,245,78,1822,jamesle01
251,Jaime Jaquez Jr.,SF,22,MIA,75,20,2113,341,697,0.489,65,202,0.322,276,495,0.558,0.536,142,175,0.811,82,203,285,195,77,20,110,167,889,jaqueja01
252,DeJon Jarreau,SG,26,MEM,9,0,150,17,50,0.34,4,13,0.308,13,37,0.351,0.38,5,11,0.455,8,36,44,26,6,2,9,14,43,jarrede01
253,DaQuan Jeffries,SG,26,NYK,17,0,46,6,17,0.353,2,10,0.2,4,7,0.571,0.412,0,2,0,0,5,5,5,0,1,3,2,14,jeffrda01
254,Trey Jemison,C,24,TOT,25,14,573,75,136,0.551,0,0,,75,136,0.551,0.551,21,25,0.84,64,70,134,27,12,28,34,69,171,jemistr01
254,Trey Jemison,C,24,WAS,2,0,1,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,1,0,0,jemistr01
254,Trey Jemison,C,24,MEM,23,14,572,75,136,0.551,0,0,,75,136,0.551,0.551,21,25,0.84,64,69,133,27,12,28,33,69,171,jemistr01
255,Ty Jerome,SG,26,CLE,2,0,15,2,4,0.5,0,1,0,2,3,0.667,0.5,0,0,,1,0,1,3,0,0,1,2,4,jeromty01
256,Isaiah Joe,SG,24,OKC,78,1,1445,222,485,0.458,147,353,0.416,75,132,0.568,0.609,45,52,0.865,32,148,180,99,46,22,47,87,636,joeis01
257,Cameron Johnson,PF,27,BRK,58,47,1599,276,619,0.446,138,353,0.391,138,266,0.519,0.557,86,109,0.789,55,196,251,138,49,15,57,105,776,johnsca02
258,Jalen Johnson,SF,22,ATL,56,52,1889,359,702,0.511,71,200,0.355,288,502,0.574,0.562,107,147,0.728,74,414,488,203,67,47,101,133,896,johnsja05
259,James Johnson,PF,36,IND,9,0,47,3,10,0.3,0,2,0,3,8,0.375,0.3,2,2,1,1,3,4,8,5,1,5,9,8,johnsja01
260,Keldon Johnson,SF,24,SAS,69,27,2038,391,862,0.454,127,367,0.346,264,495,0.533,0.527,175,221,0.792,95,282,377,195,51,20,100,149,1084,johnske04
261,Keon Johnson,SG,21,BRK,5,0,61,8,21,0.381,4,10,0.4,4,11,0.364,0.476,11,12,0.917,3,4,7,3,3,1,5,5,31,johnske07
262,Keyontae Johnson,SF,23,OKC,9,0,66,5,16,0.313,1,3,0.333,4,13,0.308,0.344,0,0,,4,6,10,4,1,0,4,5,11,johnske08
263,Nikola Jokić,C,28,DEN,79,79,2737,822,1411,0.583,83,231,0.359,739,1180,0.626,0.612,358,438,0.817,223,753,976,708,108,68,237,194,2085,jokicni01
264,Colby Jones,SG,21,SAC,30,0,192,28,71,0.394,2,22,0.091,26,49,0.531,0.408,6,11,0.545,17,23,40,20,7,5,10,29,64,jonesco02
265,Damian Jones,C,28,CLE,39,0,270,43,72,0.597,3,14,0.214,40,58,0.69,0.618,18,21,0.857,20,42,62,15,7,13,13,27,107,jonesda03
266,Derrick Jones Jr.,SF,26,DAL,76,66,1783,239,495,0.483,82,239,0.343,157,256,0.613,0.566,97,136,0.713,82,168,250,75,53,51,65,121,657,jonesde02
267,Herbert Jones,SF,25,NOP,76,76,2321,293,588,0.498,114,273,0.418,179,315,0.568,0.595,137,158,0.867,74,198,272,199,105,62,93,224,837,joneshe01
268,Mason Jones,SG,25,SAC,5,0,28,2,8,0.25,2,7,0.286,0,1,0,0.375,1,2,0.5,1,4,5,5,1,0,2,3,7,jonesma05
269,Tre Jones,PG,24,SAS,77,48,2138,303,600,0.505,64,191,0.335,239,409,0.584,0.558,101,118,0.856,58,231,289,478,78,9,116,92,771,jonestr01
270,Tyus Jones,PG,27,WAS,66,66,1933,326,666,0.489,106,256,0.414,220,410,0.537,0.569,32,40,0.8,20,159,179,485,71,18,66,48,790,jonesty01
271,DeAndre Jordan,C,35,DEN,36,2,396,58,93,0.624,0,0,,58,93,0.624,0.624,26,53,0.491,54,103,157,26,6,16,23,56,142,jordade01
272,Cory Joseph,PG,32,GSW,26,0,296,23,64,0.359,13,42,0.31,10,22,0.455,0.461,4,7,0.571,6,24,30,42,4,3,12,25,63,josepco01
273,Nikola Jović,PF,20,MIA,46,38,896,127,281,0.452,65,163,0.399,62,118,0.525,0.568,33,47,0.702,25,167,192,90,25,14,42,82,352,jovicni01
274,Johnny Juzang,SG,22,UTA,20,5,372,51,110,0.464,32,77,0.416,19,33,0.576,0.609,10,14,0.714,7,29,36,23,4,2,13,29,144,juzanjo01
275,Luke Kennard,SG,27,MEM,39,22,999,141,315,0.448,107,238,0.45,34,77,0.442,0.617,40,45,0.889,11,102,113,136,20,2,54,39,429,kennalu01
276,Walker Kessler,C,22,UTA,64,22,1493,229,350,0.654,4,19,0.211,225,331,0.68,0.66,56,93,0.602,165,316,481,60,30,154,66,132,518,kesslwa01
277,Braxton Key,SF,26,DEN,20,0,60,7,17,0.412,2,5,0.4,5,12,0.417,0.471,6,8,0.75,3,15,18,9,2,1,1,5,22,keybr01
278,Corey Kispert,SF,24,WAS,80,22,2067,386,794,0.486,184,480,0.383,202,314,0.643,0.602,114,157,0.726,30,195,225,156,41,16,98,141,1070,kispeco01
279,Maxi Kleber,C,32,DAL,43,7,871,63,146,0.432,32,92,0.348,31,54,0.574,0.541,33,47,0.702,30,113,143,68,17,30,28,79,191,klebima01
280,Kevin Knox,SF,24,DET,31,11,560,86,186,0.462,31,94,0.33,55,92,0.598,0.546,20,22,0.909,18,57,75,23,13,7,22,50,223,knoxke01
281,John Konchar,SF,27,MEM,55,23,1173,88,208,0.423,38,120,0.317,50,88,0.568,0.514,21,25,0.84,72,185,257,110,51,51,46,76,235,konchjo01
282,Furkan Korkmaz,SG,26,PHI,35,0,300,30,76,0.395,14,40,0.35,16,36,0.444,0.487,14,20,0.7,4,26,30,25,14,3,10,17,88,korkmfu01
283,Luke Kornet,C,28,BOS,63,7,983,142,203,0.7,1,1,1,141,202,0.698,0.702,49,54,0.907,118,143,261,67,23,61,21,77,334,kornelu01
284,Vit Krejci,PG,23,ATL,22,14,541,51,104,0.49,28,68,0.412,23,36,0.639,0.625,5,6,0.833,11,41,52,50,13,6,20,48,135,krejcvi01
285,Jonathan Kuminga,PF,21,GSW,74,46,1949,456,862,0.529,53,165,0.321,403,697,0.578,0.56,223,299,0.746,92,263,355,163,55,36,122,169,1188,kuminjo01
286,Kyle Kuzma,PF,28,WAS,70,70,2281,608,1313,0.463,151,450,0.336,457,863,0.53,0.521,186,240,0.775,62,402,464,296,37,49,192,153,1553,kuzmaky01
287,Jock Landale,C,28,HOU,56,3,763,106,206,0.515,10,40,0.25,96,166,0.578,0.539,52,65,0.8,88,84,172,65,20,33,31,74,274,landajo01
288,Jake LaRavia,PF,22,MEM,35,6,806,118,303,0.389,53,156,0.34,65,147,0.442,0.477,90,109,0.826,51,77,128,58,29,12,45,69,379,laravja01
289,Zach LaVine,SG,28,CHI,25,23,872,170,376,0.452,59,169,0.349,111,207,0.536,0.531,88,103,0.854,8,121,129,98,21,8,52,57,487,lavinza01
290,A.J. Lawson,SG,23,DAL,42,0,311,54,121,0.446,13,50,0.26,41,71,0.577,0.5,15,23,0.652,14,36,50,20,10,3,14,22,136,lawsoaj01
291,Saben Lee,PG,24,PHO,24,0,185,20,55,0.364,2,16,0.125,18,39,0.462,0.382,29,39,0.744,9,22,31,30,7,3,8,13,71,leesa01
292,Alex Len,C,30,SAC,48,0,444,50,81,0.617,0,3,0,50,78,0.641,0.617,20,34,0.588,46,82,128,50,11,33,27,66,120,lenal01
293,Kawhi Leonard,SF,32,LAC,68,68,2330,610,1162,0.525,140,336,0.417,470,826,0.569,0.585,253,286,0.885,84,332,416,244,111,59,119,97,1613,leonaka01
294,Caris LeVert,SG,29,CLE,68,10,1958,345,820,0.421,108,332,0.325,237,488,0.486,0.487,154,201,0.766,39,241,280,346,76,34,117,121,952,leverca01
295,Kira Lewis Jr.,PG,22,TOT,28,0,265,34,92,0.37,4,33,0.121,30,59,0.508,0.391,17,20,0.85,9,17,26,37,9,2,14,13,89,lewiski01
295,Kira Lewis Jr.,PG,22,NOP,15,0,144,16,52,0.308,2,20,0.1,14,32,0.438,0.327,10,11,0.909,4,10,14,18,5,1,8,8,44,lewiski01
295,Kira Lewis Jr.,PG,22,TOR,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,lewiski01
295,Kira Lewis Jr.,PG,22,UTA,12,0,119,18,40,0.45,2,13,0.154,16,27,0.593,0.475,7,9,0.778,5,7,12,19,4,1,6,4,45,lewiski01
296,Maxwell Lewis,SF,21,LAL,34,0,103,4,21,0.19,1,9,0.111,3,12,0.25,0.214,2,3,0.667,2,2,4,6,2,1,10,5,11,lewisma05
297,E.J. Liddell,PF,23,NOP,8,0,23,1,6,0.167,0,5,0,1,1,1,0.167,2,2,1,0,5,5,1,2,2,2,2,4,liddeej01
298,Damian Lillard,PG,33,MIL,73,73,2579,541,1277,0.424,220,622,0.354,321,655,0.49,0.51,473,514,0.92,36,284,320,508,72,18,193,134,1775,lillada01
299,Nassir Little,SF,23,PHO,45,2,458,57,124,0.46,21,70,0.3,36,54,0.667,0.544,17,20,0.85,14,61,75,21,10,10,14,39,152,littlna01
300,Dereck Lively II,C,19,DAL,55,42,1294,221,296,0.747,0,2,0,221,294,0.752,0.747,41,81,0.506,135,243,378,60,36,77,50,144,483,livelde01
301,Isaiah Livers,PF,25,DET,23,6,469,40,116,0.345,22,77,0.286,18,39,0.462,0.44,12,18,0.667,15,33,48,25,13,5,16,43,114,liveris01
302,Chris Livingston,SF,20,MIL,21,0,90,11,22,0.5,1,5,0.2,10,17,0.588,0.523,3,4,0.75,3,18,21,5,2,0,5,15,26,livinch01
303,Kenneth Lofton Jr.,PF,21,TOT,21,0,199,36,78,0.462,7,24,0.292,29,54,0.537,0.506,17,26,0.654,12,26,38,33,6,5,14,24,96,loftoke01
303,Kenneth Lofton Jr.,PF,21,MEM,15,0,99,14,37,0.378,3,10,0.3,11,27,0.407,0.419,8,15,0.533,2,13,15,14,3,3,6,15,39,loftoke01
303,Kenneth Lofton Jr.,PF,21,PHI,2,0,9,1,6,0.167,0,2,0,1,4,0.25,0.167,0,0,,0,3,3,0,0,0,2,0,2,loftoke01
303,Kenneth Lofton Jr.,PF,21,UTA,4,0,91,21,35,0.6,4,12,0.333,17,23,0.739,0.657,9,11,0.818,10,10,20,19,3,2,6,9,55,loftoke01
304,Kevon Looney,C,27,GSW,74,36,1195,139,233,0.597,0,1,0,139,232,0.599,0.597,56,83,0.675,143,276,419,133,28,29,50,155,334,looneke01
305,Brook Lopez,C,35,MIL,79,79,2411,366,755,0.485,148,404,0.366,218,351,0.621,0.583,110,134,0.821,117,292,409,127,43,189,79,191,990,lopezbr01
306,Robin Lopez,C,35,MIL,16,2,65,7,19,0.368,2,8,0.25,5,11,0.455,0.421,2,2,1,3,2,5,4,1,3,2,7,18,lopezro01
307,Kevin Love,PF,35,MIA,55,5,924,158,359,0.44,84,244,0.344,74,115,0.643,0.557,85,108,0.787,59,279,338,115,18,10,48,97,485,loveke01
308,Kyle Lowry,PG,37,TOT,60,55,1690,163,377,0.432,98,250,0.392,65,127,0.512,0.562,63,75,0.84,34,160,194,253,59,21,85,146,487,lowryky01
308,Kyle Lowry,PG,37,MIA,37,35,1037,103,242,0.426,62,161,0.385,41,81,0.506,0.554,35,42,0.833,25,104,129,147,39,15,53,94,303,lowryky01
308,Kyle Lowry,PG,37,PHI,23,20,653,60,135,0.444,36,89,0.404,24,46,0.522,0.578,28,33,0.848,9,56,65,106,20,6,32,52,184,lowryky01
309,Seth Lundy,SF,23,ATL,9,0,52,4,17,0.235,3,13,0.231,1,4,0.25,0.324,3,4,0.75,1,6,7,0,0,0,1,6,14,lundyse01
310,Trey Lyles,PF,28,SAC,58,0,1158,143,321,0.445,84,219,0.384,59,102,0.578,0.576,49,70,0.7,61,196,257,72,17,19,38,86,419,lylestr01
311,Théo Maledon,PG,22,TOT,17,1,213,20,70,0.286,5,30,0.167,15,40,0.375,0.321,14,15,0.933,4,20,24,28,7,0,18,21,59,maledth01
311,Théo Maledon,PG,22,CHO,13,1,200,19,66,0.288,5,30,0.167,14,36,0.389,0.326,11,12,0.917,4,19,23,28,7,0,15,18,54,maledth01
311,Théo Maledon,PG,22,PHO,4,0,13,1,4,0.25,0,0,,1,4,0.25,0.25,3,3,1,0,1,1,0,0,0,3,3,5,maledth01
312,Sandro Mamukelashvili,C,24,SAS,46,5,451,73,155,0.471,19,64,0.297,54,91,0.593,0.532,25,34,0.735,45,102,147,49,7,12,19,35,190,mamuksa01
313,Terance Mann,SG,27,LAC,75,71,1873,254,493,0.515,71,204,0.348,183,289,0.633,0.587,79,95,0.832,87,167,254,119,43,15,48,145,658,mannte01
314,Tre Mann,PG,22,TOT,41,28,987,145,316,0.459,47,126,0.373,98,190,0.516,0.533,45,59,0.763,20,129,149,165,51,3,65,48,382,manntr01
314,Tre Mann,PG,22,OKC,13,0,119,20,40,0.5,8,19,0.421,12,21,0.571,0.6,1,1,1,4,20,24,20,3,0,9,3,49,manntr01
314,Tre Mann,PG,22,CHO,28,28,868,125,276,0.453,39,107,0.364,86,169,0.509,0.524,44,58,0.759,16,109,125,145,48,3,56,45,333,manntr01
315,Boban Marjanović,C,35,HOU,14,0,71,18,34,0.529,0,2,0,18,32,0.563,0.529,9,14,0.643,7,25,32,6,1,2,5,5,45,marjabo01
316,Lauri Markkanen,PF,26,UTA,55,55,1820,427,890,0.48,175,439,0.399,252,451,0.559,0.578,249,277,0.899,122,327,449,110,50,26,77,100,1278,markkla01
317,Naji Marshall,SF,26,NOP,66,1,1257,170,367,0.463,58,150,0.387,112,217,0.516,0.542,68,86,0.791,53,187,240,128,49,12,65,91,466,marshna01
318,Caleb Martin,SF,28,MIA,64,23,1756,241,559,0.431,81,232,0.349,160,327,0.489,0.504,77,99,0.778,74,207,281,143,47,29,77,126,640,martica02
319,Cody Martin,SF,28,CHO,28,22,753,82,215,0.381,27,86,0.314,55,129,0.426,0.444,20,33,0.606,19,90,109,104,32,18,44,48,211,martico01
320,KJ Martin,SF,23,TOT,60,2,746,97,181,0.536,8,28,0.286,89,153,0.582,0.558,22,41,0.537,41,90,131,51,22,12,32,100,224,martike04
320,KJ Martin,SF,23,LAC,2,0,31,4,10,0.4,1,5,0.2,3,5,0.6,0.45,1,2,0.5,1,2,3,1,2,1,2,3,10,martike04
320,KJ Martin,SF,23,PHI,58,2,715,93,171,0.544,7,23,0.304,86,148,0.581,0.564,21,39,0.538,40,88,128,50,20,11,30,97,214,martike04
321,Garrison Mathews,SG,27,ATL,66,5,992,103,226,0.456,85,193,0.44,18,33,0.545,0.644,34,42,0.81,17,75,92,37,20,8,19,115,325,mathega01
322,Bennedict Mathurin,SF,21,IND,59,19,1538,296,663,0.446,80,214,0.374,216,449,0.481,0.507,184,224,0.821,60,174,234,119,35,14,97,117,856,mathube01
323,Wesley Matthews,SG,37,ATL,36,3,413,34,97,0.351,24,69,0.348,10,28,0.357,0.474,18,24,0.75,9,44,53,23,16,11,8,43,110,matthwe02
324,Tyrese Maxey,PG,23,PHI,70,70,2626,638,1419,0.45,212,569,0.373,426,850,0.501,0.524,328,378,0.868,36,222,258,433,69,33,116,151,1816,maxeyty01
325,Skylar Mays,PG-SG,26,TOT,38,5,433,63,159,0.396,16,54,0.296,47,105,0.448,0.447,13,17,0.765,10,33,43,85,21,4,20,26,155,mayssk01
325,Skylar Mays,PG,26,POR,21,5,356,53,138,0.384,14,49,0.286,39,89,0.438,0.435,13,17,0.765,9,28,37,75,14,3,18,20,133,mayssk01
325,Skylar Mays,SG,26,LAL,17,0,77,10,21,0.476,2,5,0.4,8,16,0.5,0.524,0,0,,1,5,6,10,7,1,2,6,22,mayssk01
326,Miles McBride,PG,23,NYK,68,14,1328,205,454,0.452,109,266,0.41,96,188,0.511,0.572,43,50,0.86,31,69,100,114,50,7,30,108,562,mcbrimi01
327,CJ McCollum,PG,32,NOP,66,66,2159,484,1055,0.459,239,557,0.429,245,498,0.492,0.572,115,139,0.827,39,247,286,305,62,41,110,126,1322,mccolcj01
328,T.J. McConnell,PG,31,IND,71,4,1291,330,593,0.556,18,44,0.409,312,549,0.568,0.572,49,62,0.79,36,155,191,390,72,8,108,79,727,mccontj01
329,Jaden McDaniels,SF,23,MIN,72,71,2105,307,628,0.489,86,255,0.337,221,373,0.592,0.557,57,79,0.722,56,168,224,101,63,42,87,219,757,mcdanja02
330,Jalen McDaniels,SF,26,TOR,50,1,538,65,189,0.344,12,71,0.169,53,118,0.449,0.376,27,37,0.73,18,61,79,37,19,6,30,52,169,mcdanja01
331,Doug McDermott,SF,32,TOT,64,0,904,123,284,0.433,94,229,0.41,29,55,0.527,0.599,11,19,0.579,10,49,59,70,16,2,28,64,351,mcderdo01
331,Doug McDermott,SF,32,SAS,46,0,700,95,215,0.442,76,173,0.439,19,42,0.452,0.619,10,17,0.588,8,40,48,57,11,2,24,48,276,mcderdo01
331,Doug McDermott,SF,32,IND,18,0,204,28,69,0.406,18,56,0.321,10,13,0.769,0.536,1,2,0.5,2,9,11,13,5,0,4,16,75,mcderdo01
332,JaVale McGee,C,36,SAC,46,0,339,79,132,0.598,1,7,0.143,78,125,0.624,0.602,26,45,0.578,42,84,126,17,14,20,34,46,185,mcgeeja01
333,Bryce McGowens,SG,21,CHO,59,14,882,101,230,0.439,34,102,0.333,67,128,0.523,0.513,66,85,0.776,17,85,102,51,21,10,30,74,302,mcgowbr01
334,Jordan McLaughlin,PG,27,MIN,56,0,626,70,145,0.483,42,89,0.472,28,56,0.5,0.628,13,18,0.722,18,54,72,110,35,7,19,31,195,mclaujo01
335,De'Anthony Melton,SG,25,PHI,38,33,1023,139,360,0.386,77,214,0.36,62,146,0.425,0.493,66,79,0.835,28,113,141,114,60,16,39,84,421,meltode01
336,Nathan Mensah,C,25,CHO,25,0,307,12,28,0.429,0,0,,12,28,0.429,0.429,9,12,0.75,29,36,65,9,6,14,14,64,33,mensana01
337,Sam Merrill,SG,27,CLE,61,1,1069,158,393,0.402,143,354,0.404,15,39,0.385,0.584,26,28,0.929,22,98,120,108,19,4,19,72,485,merrisa01
338,Chimezie Metu,C,26,TOT,51,12,859,123,244,0.504,28,94,0.298,95,150,0.633,0.561,58,64,0.906,41,153,194,46,43,16,52,71,332,metuch01
338,Chimezie Metu,C,26,PHO,37,5,448,66,130,0.508,15,51,0.294,51,79,0.646,0.565,38,43,0.884,24,86,110,19,19,9,27,39,185,metuch01
338,Chimezie Metu,C,26,DET,14,7,411,57,114,0.5,13,43,0.302,44,71,0.62,0.557,20,21,0.952,17,67,84,27,24,7,25,32,147,metuch01
339,Vasilije Micić,PG,30,TOT,60,21,1176,159,370,0.43,43,154,0.279,116,216,0.537,0.488,61,75,0.813,14,74,88,262,31,7,99,68,422,micicva01
339,Vasilije Micić,PG,30,OKC,30,0,361,37,91,0.407,11,45,0.244,26,46,0.565,0.467,14,19,0.737,1,23,24,76,9,3,29,22,99,micicva01
339,Vasilije Micić,PG,30,CHO,30,21,815,122,279,0.437,32,109,0.294,90,170,0.529,0.495,47,56,0.839,13,51,64,186,22,4,70,46,323,micicva01
340,Khris Middleton,SF,32,MIL,55,55,1487,317,643,0.493,94,247,0.381,223,396,0.563,0.566,100,120,0.833,40,217,257,292,51,15,127,141,828,middlkh01
