Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
341,Brandon Miller,SF,21,CHO,74,68,2383,476,1083,0.44,184,493,0.373,292,590,0.495,0.524,143,173,0.827,60,255,315,175,66,42,132,184,1279,millebr02
342,Jordan Miller,SF,24,LAC,8,0,28,5,9,0.556,1,2,0.5,4,7,0.571,0.611,2,2,1,3,2,5,0,0,0,1,2,13,millejo02
343,Leonard Miller,SF,20,MIN,17,0,52,13,20,0.65,2,5,0.4,11,15,0.733,0.7,1,2,0.5,5,15,20,8,2,1,1,5,29,millele01
344,Dariq Whitehead,SF,19,BRK,2,0,24,1,5,0.2,0,3,0,1,2,0.5,0.2,1,2,0.5,0,4,4,3,0,1,0,0,3,whiteda01
345,Patty Mills,PG,35,TOT,32,5,415,46,131,0.351,24,87,0.276,22,44,0.5,0.443,11,11,1,9,26,35,34,20,1,16,32,127,millspa02
345,Patty Mills,PG,35,ATL,19,0,202,19,51,0.373,13,34,0.382,6,17,0.353,0.5,0,0,,5,15,20,14,9,1,8,17,51,millspa02
345,Patty Mills,PG,35,MIA,13,5,213,27,80,0.338,11,53,0.208,16,27,0.593,0.406,11,11,1,4,11,15,20,11,0,8,15,76,millspa02
346,Shake Milton,SG,27,TOT,48,0,581,79,195,0.405,18,64,0.281,61,131,0.466,0.451,40,49,0.816,14,61,75,60,19,6,31,54,216,miltosh01
346,Shake Milton,SG,27,MIN,38,0,491,64,160,0.4,14,53,0.264,50,107,0.467,0.444,36,44,0.818,7,44,51,50,16,5,28,44,178,miltosh01
346,Shake Milton,SG,27,DET,4,0,63,11,26,0.423,3,9,0.333,8,17,0.471,0.481,2,3,0.667,7,11,18,6,2,1,3,3,27,miltosh01
346,Shake Milton,SG,27,NYK,6,0,27,4,9,0.444,1,2,0.5,3,7,0.429,0.5,2,2,1,0,6,6,4,1,0,0,7,11,miltosh01
347,Justin Minaya,SF,24,POR,34,1,381,22,74,0.297,12,49,0.245,10,25,0.4,0.378,5,9,0.556,30,26,56,21,9,10,9,35,61,minayju01
348,Josh Minott,SF,21,MIN,32,0,91,17,36,0.472,4,10,0.4,13,26,0.5,0.528,12,14,0.857,4,13,17,8,5,5,2,10,50,minotjo01
349,Davion Mitchell,PG,25,SAC,72,4,1101,146,323,0.452,57,158,0.361,89,165,0.539,0.54,30,42,0.714,19,76,95,134,17,3,43,85,379,mitchda01
350,Donovan Mitchell,SG,27,CLE,55,55,1942,503,1089,0.462,182,494,0.368,321,595,0.539,0.545,275,318,0.865,46,234,280,333,101,30,154,118,1463,mitchdo01
351,Evan Mobley,PF,22,CLE,50,50,1532,320,552,0.58,22,59,0.373,298,493,0.604,0.6,123,171,0.719,111,357,468,160,45,72,90,134,785,mobleev01
352,Isaiah Mobley,PF,24,CLE,10,0,72,10,24,0.417,3,10,0.3,7,14,0.5,0.479,0,1,0,3,7,10,6,2,0,2,6,23,mobleis01
353,Malik Monk,SG,25,SAC,72,0,1872,396,893,0.443,148,423,0.35,248,470,0.528,0.526,170,205,0.829,28,184,212,370,45,39,150,156,1110,monkma01
354,Moses Moody,SG,21,GSW,66,9,1156,194,420,0.462,72,200,0.36,122,220,0.555,0.548,73,93,0.785,65,131,196,57,42,24,44,90,533,moodymo01
355,Xavier Moon,SG,29,LAC,14,1,119,15,46,0.326,2,17,0.118,13,29,0.448,0.348,1,2,0.5,8,10,18,21,3,3,5,8,33,moonxa01
356,Taze Moore,SG,25,POR,4,0,40,8,19,0.421,1,7,0.143,7,12,0.583,0.447,1,2,0.5,4,4,8,5,2,0,3,4,18,mooreta02
357,Wendell Moore Jr.,SG,22,MIN,25,0,75,9,18,0.5,0,6,0,9,12,0.75,0.5,0,0,,0,12,12,6,5,1,4,5,18,moorewe01
358,Ja Morant,PG,24,MEM,9,9,318,80,170,0.471,14,51,0.275,66,119,0.555,0.512,52,64,0.813,6,44,50,73,7,5,27,19,226,moranja01
359,Marcus Morris,PF,34,TOT,49,7,817,116,264,0.439,48,119,0.403,68,145,0.469,0.53,36,44,0.818,23,111,134,36,15,13,30,74,316,morrima03
359,Marcus Morris,PF,34,PHI,37,7,637,90,205,0.439,36,90,0.4,54,115,0.47,0.527,31,36,0.861,18,91,109,26,13,11,19,61,247,morrima03
359,Marcus Morris,PF,34,CLE,12,0,180,26,59,0.441,12,29,0.414,14,30,0.467,0.542,5,8,0.625,5,20,25,10,2,2,11,13,69,morrima03
360,Markieff Morris,PF,34,DAL,26,1,216,23,68,0.338,15,42,0.357,8,26,0.308,0.449,5,6,0.833,4,35,39,16,5,3,12,12,66,morrima02
361,Monte Morris,PG,28,TOT,33,0,476,62,153,0.405,27,70,0.386,35,83,0.422,0.493,13,19,0.684,7,50,57,69,19,9,7,14,164,morrimo01
361,Monte Morris,PG,28,DET,6,0,68,12,33,0.364,2,11,0.182,10,22,0.455,0.394,1,2,0.5,2,10,12,8,1,1,2,1,27,morrimo01
361,Monte Morris,PG,28,MIN,27,0,408,50,120,0.417,25,59,0.424,25,61,0.41,0.521,12,17,0.706,5,40,45,61,18,8,5,13,137,morrimo01
362,Trey Murphy III,SF,23,NOP,57,23,1690,275,621,0.443,169,445,0.38,106,176,0.602,0.579,123,151,0.815,42,238,280,124,51,28,34,70,842,murphtr02
363,Dejounte Murray,SG,27,ATL,78,78,2783,672,1463,0.459,201,554,0.363,471,909,0.518,0.528,208,262,0.794,62,354,416,502,111,24,201,138,1753,murrade01
364,Jamal Murray,PG,26,DEN,59,59,1861,474,986,0.481,145,341,0.425,329,645,0.51,0.554,157,184,0.853,42,200,242,384,57,39,125,104,1250,murraja01
365,Keegan Murray,SF,23,SAC,77,77,2588,443,975,0.454,183,511,0.358,260,464,0.56,0.548,103,124,0.831,106,314,420,129,79,59,64,205,1172,murrake02
366,Kris Murray,SF,23,POR,62,29,1348,145,366,0.396,49,183,0.268,96,183,0.525,0.463,37,56,0.661,85,139,224,80,53,21,55,92,376,murrakr01
367,Mike Muscala,C,32,TOT,53,6,600,56,156,0.359,28,96,0.292,28,60,0.467,0.449,17,25,0.68,39,86,125,36,9,13,22,52,157,muscami01
367,Mike Muscala,C,32,WAS,24,2,338,33,90,0.367,14,51,0.275,19,39,0.487,0.444,15,20,0.75,22,53,75,22,5,7,16,31,95,muscami01
367,Mike Muscala,C,32,DET,13,4,171,15,44,0.341,13,34,0.382,2,10,0.2,0.489,2,4,0.5,10,19,29,10,3,5,2,13,45,muscami01
367,Mike Muscala,C,32,OKC,16,0,91,8,22,0.364,1,11,0.091,7,11,0.636,0.386,0,1,0,7,14,21,4,1,1,4,8,17,muscami01
368,Svi Mykhailiuk,SF,26,BOS,41,2,413,57,137,0.416,42,108,0.389,15,29,0.517,0.569,6,9,0.667,11,40,51,35,11,1,12,19,162,mykhasv01
369,Larry Nance Jr.,C,31,NOP,61,0,1216,138,241,0.573,27,65,0.415,111,176,0.631,0.629,47,61,0.77,94,213,307,113,61,19,49,98,350,nancela02
370,Pete Nance,PF,23,CLE,8,0,27,1,6,0.167,1,1,1,0,5,0,0.25,0,2,0,0,3,3,0,1,0,1,2,3,nancepe01
371,Andrew Nembhard,PG,24,IND,68,47,1697,260,522,0.498,61,171,0.357,199,351,0.567,0.557,45,56,0.804,36,105,141,280,63,6,101,143,626,nembhan01
372,Aaron Nesmith,SF,24,IND,72,47,1995,315,635,0.496,140,334,0.419,175,301,0.581,0.606,107,137,0.781,63,212,275,108,65,49,64,241,877,nesmiaa01
373,Georges Niang,PF,30,CLE,82,10,1831,284,632,0.449,149,396,0.376,135,236,0.572,0.567,51,60,0.85,22,256,278,98,30,18,72,192,768,niangge01
374,Daishen Nix,PG,21,MIN,15,0,50,9,24,0.375,6,17,0.353,3,7,0.429,0.5,3,6,0.5,1,2,3,6,5,0,5,2,27,nixda01
375,Zeke Nnaji,PF,23,DEN,58,0,576,69,149,0.463,6,23,0.261,63,126,0.5,0.483,42,62,0.677,61,65,126,32,15,38,27,81,186,nnajize01
376,Jaylen Nowell,SG,24,TOT,13,1,214,34,78,0.436,6,29,0.207,28,49,0.571,0.474,7,9,0.778,6,18,24,19,4,2,7,15,81,nowelja01
376,Jaylen Nowell,SG,24,MEM,9,1,156,22,55,0.4,4,23,0.174,18,32,0.563,0.436,3,3,1,3,11,14,16,3,0,5,13,51,nowelja01
376,Jaylen Nowell,SG,24,DET,4,0,58,12,23,0.522,2,6,0.333,10,17,0.588,0.565,4,6,0.667,3,7,10,3,1,2,2,2,30,nowelja01
377,Markquis Nowell,SG,24,TOR,1,0,4,0,1,0,0,0,,0,1,0,0,2,2,1,2,0,2,2,1,0,0,0,2,nowelma01
378,Frank Ntilikina,PG,25,CHO,5,0,43,1,9,0.111,1,8,0.125,0,1,0,0.167,2,2,1,1,5,6,4,0,0,1,4,5,ntilila01
379,Jusuf Nurkić,C,29,PHO,76,76,2078,320,627,0.51,22,90,0.244,298,537,0.555,0.528,167,261,0.64,224,613,837,301,81,80,175,254,829,nurkiju01
380,Jordan Nwora,SF,25,TOT,52,1,712,138,299,0.462,44,131,0.336,94,168,0.56,0.535,44,53,0.83,28,121,149,62,26,13,53,48,364,nworajo01
380,Jordan Nwora,SF,25,IND,18,0,183,37,82,0.451,11,36,0.306,26,46,0.565,0.518,9,11,0.818,8,25,33,18,6,1,12,19,94,nworajo01
380,Jordan Nwora,SF,25,TOR,34,1,529,101,217,0.465,33,95,0.347,68,122,0.557,0.541,35,42,0.833,20,96,116,44,20,12,41,29,270,nworajo01
381,Royce O'Neale,SF,30,TOT,79,14,1954,214,539,0.397,156,422,0.37,58,117,0.496,0.542,24,35,0.686,60,317,377,219,59,44,73,174,608,onealro01
381,Royce O'Neale,SF,30,BRK,49,6,1202,126,325,0.388,97,265,0.366,29,60,0.483,0.537,15,22,0.682,38,183,221,137,32,29,51,120,364,onealro01
381,Royce O'Neale,SF,30,PHO,30,8,752,88,214,0.411,59,157,0.376,29,57,0.509,0.549,9,13,0.692,22,134,156,82,27,15,22,54,244,onealro01
382,Chuma Okeke,SF,25,ORL,47,8,432,40,112,0.357,23,82,0.28,17,30,0.567,0.46,4,7,0.571,18,62,80,20,9,7,16,19,107,okekech01
383,Josh Okogie,SG,25,PHO,60,11,960,86,206,0.417,29,94,0.309,57,112,0.509,0.488,76,102,0.745,74,80,154,64,48,24,36,68,277,okogijo01
384,Onyeka Okongwu,C,23,ATL,55,8,1405,223,365,0.611,23,69,0.333,200,296,0.676,0.642,92,116,0.793,145,231,376,74,26,60,45,162,561,okongon01
385,Isaac Okoro,SF,23,CLE,69,42,1887,235,480,0.49,84,215,0.391,151,265,0.57,0.577,93,137,0.679,67,139,206,132,57,34,54,140,647,okorois01
386,Kelly Olynyk,C,32,TOT,78,27,1759,276,497,0.555,60,155,0.387,216,342,0.632,0.616,150,180,0.833,108,303,411,347,74,30,152,230,762,olynyke01
386,Kelly Olynyk,C,32,UTA,50,8,1019,145,258,0.562,36,84,0.429,109,174,0.626,0.632,80,95,0.842,63,191,254,219,37,12,81,132,406,olynyke01
386,Kelly Olynyk,C,32,TOR,28,19,740,131,239,0.548,24,71,0.338,107,168,0.637,0.598,70,85,0.824,45,112,157,128,37,18,71,98,356,olynyke01
387,Eugene Omoruyi,SF,26,WAS,43,0,393,81,167,0.485,13,46,0.283,68,121,0.562,0.524,32,49,0.653,35,50,85,35,27,5,21,62,207,omorueu01
388,Cedi Osman,SF,28,SAS,72,3,1269,184,384,0.479,86,221,0.389,98,163,0.601,0.591,35,52,0.673,25,155,180,119,36,11,47,107,489,osmande01
389,Kelly Oubre Jr.,SF,28,PHI,68,52,2055,387,878,0.441,101,325,0.311,286,553,0.517,0.498,174,232,0.75,94,247,341,101,77,47,87,194,1049,oubreke01
390,Chris Paul,PG,38,GSW,58,18,1531,206,467,0.441,78,210,0.371,128,257,0.498,0.525,43,52,0.827,18,207,225,393,70,6,76,108,533,paulch01
391,Cameron Payne,PG,29,TOT,78,10,1304,208,481,0.432,104,267,0.39,104,214,0.486,0.541,58,67,0.866,21,96,117,205,42,11,66,126,578,payneca01
391,Cameron Payne,PG,29,MIL,47,2,702,101,222,0.455,52,131,0.397,49,91,0.538,0.572,37,44,0.841,5,57,62,109,22,3,31,73,291,payneca01
391,Cameron Payne,PG,29,PHI,31,8,602,107,259,0.413,52,136,0.382,55,123,0.447,0.514,21,23,0.913,16,39,55,96,20,8,35,53,287,payneca01
392,Gary Payton II,SG,31,GSW,44,0,680,103,183,0.563,20,55,0.364,83,128,0.648,0.617,14,23,0.609,46,67,113,48,39,18,27,77,240,paytoga02
393,Mãozinha Pereira,SF,23,MEM,7,1,122,18,35,0.514,5,13,0.385,13,22,0.591,0.586,7,10,0.7,11,26,37,2,6,4,5,10,48,pereima01
394,Drew Peterson,PF,24,BOS,3,0,23,4,6,0.667,3,5,0.6,1,1,1,0.917,0,0,,0,1,1,1,2,0,1,1,11,peterdr01
395,Filip Petrušev,C,23,TOT,3,0,10,1,2,0.5,0,0,,1,2,0.5,0.5,1,2,0.5,0,1,1,0,0,0,0,1,3,petrufi01
395,Filip Petrušev,C,23,PHI,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,petrufi01
395,Filip Petrušev,C,23,SAC,2,0,7,1,2,0.5,0,0,,1,2,0.5,0.5,1,2,0.5,0,0,0,0,0,0,0,1,3,petrufi01
396,Julian Phillips,SF,20,CHI,40,0,323,32,77,0.416,12,38,0.316,20,39,0.513,0.494,13,19,0.684,12,24,36,13,7,7,10,40,89,phillju01
397,Jalen Pickett,SG,24,DEN,27,0,122,15,35,0.429,9,25,0.36,6,10,0.6,0.557,3,4,0.75,1,13,14,21,4,0,9,13,42,pickeja02
398,Scotty Pippen Jr.,PG,23,MEM,21,16,527,100,203,0.493,30,72,0.417,70,131,0.534,0.567,41,55,0.745,22,45,67,98,36,10,56,60,271,pippesc02
399,Mason Plumlee,C,33,LAC,46,11,674,87,153,0.569,0,6,0,87,147,0.592,0.569,70,99,0.707,60,174,234,55,14,17,36,68,244,plumlma01
400,Brandin Podziemski,SG,20,GSW,74,28,1968,271,597,0.454,90,234,0.385,181,363,0.499,0.529,50,79,0.633,118,309,427,273,61,14,88,122,682,podzibr01
401,Jakob Poeltl,C,28,TOR,50,50,1319,248,378,0.656,0,0,,248,378,0.656,0.656,59,107,0.551,146,283,429,127,35,76,77,149,555,poeltja01
402,Aleksej Pokusevski,PF,22,TOT,28,0,405,49,121,0.405,18,55,0.327,31,66,0.47,0.479,30,41,0.732,17,72,89,35,15,13,19,22,146,pokusal01
402,Aleksej Pokusevski,PF,22,OKC,10,0,60,4,16,0.25,2,11,0.182,2,5,0.4,0.313,2,4,0.5,2,8,10,5,1,1,3,5,12,pokusal01
402,Aleksej Pokusevski,PF,22,CHO,18,0,345,45,105,0.429,16,44,0.364,29,61,0.475,0.505,28,37,0.757,15,64,79,30,14,12,16,17,134,pokusal01
403,Jordan Poole,SG,24,WAS,78,66,2346,490,1186,0.413,184,564,0.326,306,622,0.492,0.491,192,219,0.877,32,180,212,343,86,25,188,244,1356,poolejo01
404,Craig Porter Jr.,PG,23,CLE,51,6,649,116,228,0.509,12,34,0.353,104,194,0.536,0.535,41,56,0.732,21,88,109,118,21,15,45,40,285,portecr01
405,Jontay Porter,PF,24,TOR,26,5,360,40,104,0.385,20,60,0.333,20,44,0.455,0.481,15,18,0.833,26,56,82,60,20,20,21,35,115,portejo01
406,Michael Porter Jr.,SF,25,DEN,81,81,2565,522,1079,0.484,220,554,0.397,302,525,0.575,0.586,92,110,0.836,106,459,565,122,42,53,92,148,1356,portemi01
407,Otto Porter Jr.,SF,30,TOR,15,1,174,14,33,0.424,8,23,0.348,6,10,0.6,0.545,3,3,1,6,23,29,8,5,5,2,19,39,porteot01
408,Bobby Portis,PF,28,MIL,82,4,2008,466,918,0.508,100,246,0.407,366,672,0.545,0.562,98,124,0.79,142,465,607,104,68,34,91,189,1130,portibo01
409,Kristaps Porziņģis,C,28,BOS,57,57,1690,388,752,0.516,110,293,0.375,278,459,0.606,0.589,259,302,0.858,97,312,409,115,42,111,89,156,1145,porzikr01
410,Micah Potter,PF,25,UTA,16,0,186,19,40,0.475,9,21,0.429,10,19,0.526,0.588,6,8,0.75,10,33,43,6,4,6,5,14,53,pottemi01
411,Dwight Powell,C,32,DAL,63,9,836,72,106,0.679,1,3,0.333,71,103,0.689,0.684,63,89,0.708,97,117,214,84,26,20,32,113,208,poweldw01
412,Norman Powell,SG,30,LAC,76,3,1990,373,768,0.486,167,384,0.435,206,384,0.536,0.594,143,172,0.831,16,179,195,82,43,22,66,137,1056,powelno01
413,Jason Preston,PG,24,UTA,7,0,71,6,19,0.316,0,3,0,6,16,0.375,0.316,0,0,,6,11,17,16,2,1,2,3,12,prestja01
414,Joshua Primo,SG,21,LAC,2,0,10,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,,1,0,1,0,0,1,4,0,2,primojo01
415,Taurean Prince,PF,29,LAL,78,49,2108,253,572,0.442,141,356,0.396,112,216,0.519,0.566,50,68,0.735,21,209,230,119,58,35,73,146,697,princta02
416,Payton Pritchard,PG,26,BOS,82,5,1825,297,635,0.468,147,382,0.385,150,253,0.593,0.583,46,56,0.821,70,195,265,281,39,6,61,106,787,pritcpa01
417,Olivier-Maxence Prosper,PF,21,DAL,40,1,336,40,104,0.385,13,45,0.289,27,59,0.458,0.447,28,41,0.683,25,54,79,22,7,4,8,20,121,prospol01
418,Trevelin Queen,SG,26,ORL,14,0,165,14,38,0.368,3,17,0.176,11,21,0.524,0.408,9,12,0.75,3,17,20,18,7,5,7,15,40,queentr01
419,Neemias Queta,C,24,BOS,28,0,333,67,104,0.644,0,0,,67,104,0.644,0.644,20,28,0.714,53,69,122,20,13,21,13,50,154,quetane01
420,Immanuel Quickley,PG-SG,24,TOT,68,38,1985,388,894,0.434,171,433,0.395,217,461,0.471,0.53,209,245,0.853,17,242,259,331,50,10,101,119,1156,quickim01
420,Immanuel Quickley,SG,24,NYK,30,0,720,152,335,0.454,64,162,0.395,88,173,0.509,0.549,82,94,0.872,5,72,77,74,16,3,31,44,450,quickim01
420,Immanuel Quickley,PG,24,TOR,38,38,1265,236,559,0.422,107,271,0.395,129,288,0.448,0.518,127,151,0.841,12,170,182,257,34,7,70,75,706,quickim01
421,Lester Quinones,SG,23,GSW,37,0,394,56,141,0.397,32,88,0.364,24,53,0.453,0.511,20,29,0.69,21,51,72,36,6,2,17,44,164,quinole01
422,Jahmi'us Ramsey,SG,22,TOR,7,1,121,18,41,0.439,6,22,0.273,12,19,0.632,0.512,5,6,0.833,4,18,22,8,7,0,7,10,47,ramseja01
423,Julius Randle,PF,29,NYK,46,46,1630,395,836,0.472,76,244,0.311,319,592,0.539,0.518,236,302,0.781,99,324,423,229,25,12,159,125,1102,randlju01
424,Duop Reath,C,27,POR,68,20,1214,230,499,0.461,88,245,0.359,142,254,0.559,0.549,69,93,0.742,93,157,250,67,33,38,52,161,617,reathdu01
425,Austin Reaves,SG,25,LAL,82,57,2629,457,940,0.486,154,420,0.367,303,520,0.583,0.568,232,272,0.853,57,295,352,450,66,25,174,153,1300,reaveau01
426,Cam Reddish,SF,24,LAL,48,26,984,91,234,0.389,37,110,0.336,54,124,0.435,0.468,41,54,0.759,27,72,99,48,47,14,31,64,260,reddica01
427,Paul Reed,C,24,PHI,82,24,1590,259,480,0.54,21,57,0.368,238,423,0.563,0.561,61,85,0.718,193,295,488,109,67,84,67,198,600,reedpa01
428,Naz Reid,C,24,MIN,81,14,1964,406,851,0.477,169,408,0.414,237,443,0.535,0.576,109,148,0.736,73,350,423,106,63,73,111,172,1090,reidna01
429,Jared Rhoden,SG,24,DET,17,0,245,33,66,0.5,12,31,0.387,21,35,0.6,0.591,5,8,0.625,3,30,33,14,3,13,7,28,83,rhodeja01
430,Nick Richards,C,26,CHO,67,51,1759,260,376,0.691,0,1,0,260,375,0.693,0.691,132,179,0.737,172,367,539,54,26,74,73,176,652,richani01
431,Josh Richardson,SG,30,MIA,43,6,1103,154,347,0.444,66,190,0.347,88,157,0.561,0.539,51,54,0.944,18,103,121,105,24,14,36,76,425,richajo01
432,Duncan Robinson,SF,29,MIA,68,36,1905,304,675,0.45,187,473,0.395,117,202,0.579,0.589,80,90,0.889,15,158,173,192,46,16,95,163,875,robindu01
433,Jerome Robinson,SG,26,GSW,22,0,81,11,33,0.333,2,17,0.118,9,16,0.563,0.364,7,11,0.636,1,5,6,5,1,3,2,5,31,robinje01
434,Mitchell Robinson,C,25,NYK,31,21,768,73,127,0.575,0,0,,73,127,0.575,0.575,27,66,0.409,142,121,263,18,37,35,25,55,173,robinmi01
435,Orlando Robinson,C,23,MIA,36,7,304,36,72,0.5,8,15,0.533,28,57,0.491,0.556,19,25,0.76,28,56,84,34,7,8,18,35,99,robinor01
436,Jeremiah Robinson-Earl,PF,23,NOP,39,1,334,45,95,0.474,13,39,0.333,32,56,0.571,0.542,12,16,0.75,23,53,76,21,10,4,16,24,115,robinje02
437,David Roddy,PF,22,TOT,65,13,1177,165,409,0.403,48,164,0.293,117,245,0.478,0.462,47,68,0.691,53,158,211,80,27,11,57,72,425,roddyda01
437,David Roddy,PF,22,MEM,48,13,1114,155,386,0.402,47,156,0.301,108,230,0.47,0.462,46,67,0.687,51,149,200,76,25,11,54,68,403,roddyda01
437,David Roddy,PF,22,PHO,17,0,63,10,23,0.435,1,8,0.125,9,15,0.6,0.457,1,1,1,2,9,11,4,2,0,3,4,22,roddyda01
438,Ryan Rollins,PG,21,TOT,13,0,78,14,27,0.519,3,4,0.75,11,23,0.478,0.574,13,17,0.765,2,11,13,14,10,3,8,8,44,rolliry01
438,Ryan Rollins,PG,21,WAS,10,0,66,13,25,0.52,2,3,0.667,11,22,0.5,0.56,13,17,0.765,2,9,11,11,8,3,7,7,41,rolliry01
438,Ryan Rollins,PG,21,MIL,3,0,12,1,2,0.5,1,1,1,0,1,0,0.75,0,0,,0,2,2,3,2,0,1,1,3,rolliry01
439,Derrick Rose,PG,35,MEM,24,7,399,76,165,0.461,15,41,0.366,61,124,0.492,0.506,24,27,0.889,7,38,45,78,8,2,31,21,191,rosede01
440,Terry Rozier,PG-SG,29,TOT,61,60,2040,442,998,0.443,149,410,0.363,293,588,0.498,0.518,172,198,0.869,35,212,247,342,63,21,106,101,1205,roziete01
440,Terry Rozier,SG,29,CHO,30,30,1065,252,549,0.459,83,232,0.358,169,317,0.533,0.535,109,129,0.845,17,100,117,198,32,12,65,52,696,roziete01
440,Terry Rozier,PG,29,MIA,31,30,975,190,449,0.423,66,178,0.371,124,271,0.458,0.497,63,69,0.913,18,112,130,144,31,9,41,49,509,roziete01
441,Rayan Rupert,SG,19,POR,39,12,633,54,161,0.335,28,78,0.359,26,83,0.313,0.422,19,25,0.76,24,68,92,62,12,3,31,56,155,ruperra01
442,D'Angelo Russell,PG,27,LAL,76,69,2484,492,1080,0.456,226,545,0.415,266,535,0.497,0.56,159,192,0.828,28,208,236,482,69,36,156,156,1369,russeda01
443,Matt Ryan,SF,26,NOP,28,1,390,49,113,0.434,41,91,0.451,8,22,0.364,0.615,13,14,0.929,6,34,40,18,6,1,19,32,152,ryanma01
444,Domantas Sabonis,C,27,SAC,82,82,2928,634,1068,0.594,33,87,0.379,601,981,0.613,0.609,292,415,0.704,294,826,1120,673,74,48,272,250,1593,sabondo01
445,Luka Šamanić,PF,24,UTA,43,7,404,60,158,0.38,13,64,0.203,47,94,0.5,0.421,44,56,0.786,22,80,102,19,5,7,28,32,177,samanlu01
446,Jermaine Samuels,SF,25,HOU,14,0,60,9,14,0.643,0,2,0,9,12,0.75,0.643,2,2,1,3,10,13,3,1,2,0,5,20,samueje01
447,Adama Sanogo,PF,21,CHI,9,0,66,14,27,0.519,0,0,,14,27,0.519,0.519,8,12,0.667,19,17,36,0,1,0,5,5,36,sanogad01
448,Gui Santos,PF,21,GSW,23,0,192,28,55,0.509,10,27,0.37,18,28,0.643,0.6,16,17,0.941,17,32,49,14,4,2,7,23,82,santogu01
449,Dario Šarić,C,29,GSW,64,9,1098,181,388,0.466,74,197,0.376,107,191,0.56,0.562,79,93,0.849,73,210,283,144,31,10,78,112,515,saricda01
450,Olivier Sarr,C,24,OKC,15,0,98,11,19,0.579,2,6,0.333,9,13,0.692,0.632,10,15,0.667,10,26,36,2,0,7,3,18,34,sarrol01
451,Marcus Sasser,PG,23,DET,71,11,1351,219,512,0.428,90,240,0.375,129,272,0.474,0.516,58,66,0.879,11,114,125,236,44,12,90,103,586,sassema01
452,Admiral Schofield,PF,26,ORL,23,0,84,10,26,0.385,6,16,0.375,4,10,0.4,0.5,0,2,0,3,14,17,7,1,0,5,9,26,schofad01
453,Dennis Schröder,PG,30,TOT,80,58,2486,403,927,0.435,138,368,0.375,265,559,0.474,0.509,178,213,0.836,39,203,242,488,63,17,153,164,1122,schrode01
